"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Norway","2016","Aquatic invertebrates; other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking","Export","1592","31","Weight in kilograms","31"
"Norway","2016","Aquatic invertebrates; other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking","Import","46046","1730","Weight in kilograms","1730"
"Norway","2015","Fish; live, ornamental, freshwater","Import","2387320.904","44773","Weight in kilograms","44773"
"Norway","2015","Fish; live, ornamental, other than freshwater","Import","113511.603","3617","Weight in kilograms","3617"
"Norway","2015","Fish; live, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","Import","871.628","30","Weight in kilograms","30"
"Norway","2015","Fish; live, carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)","Import","69482.599","890","Weight in kilograms","890"
"Norway","2015","Fish; live, n.e.c. in heading 0301","Export","6293738.868","427304","Weight in kilograms","427304"
"Norway","2015","Fish; live, n.e.c. in heading 0301","Import","3264400.552","42362","Weight in kilograms","42362"
"Norway","2015","Fish; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9","Export","159464916.189","32776878","Weight in kilograms","32776878"
"Norway","2015","Fish; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9","Import","861431.68","143655","Weight in kilograms","143655"
"Norway","2015","Fish; fresh or chilled, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","4626664055.503","868677524","Weight in kilograms","868677524"
"Norway","2015","Fish; fresh or chilled, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","26150.824","3951","Weight in kilograms","3951"
"Norway","2015","Fish; fresh or chilled, salmonidae, n.e.c. in item no. 0302.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","184539.38","28785","Weight in kilograms","28785"
"Norway","2015","Fish; fresh or chilled, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","23098351.881","2259019","Weight in kilograms","2259019"
"Norway","2015","Fish; fresh or chilled, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","2485.791","821","Weight in kilograms","821"
"Norway","2015","Fish; fresh or chilled, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","801596.174","465842","Weight in kilograms","465842"
"Norway","2015","Fish; fresh or chilled, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","24043.873","4969","Weight in kilograms","4969"
"Norway","2015","Fish; fresh or chilled, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","6929.911","570","Weight in kilograms","570"
"Norway","2015","Fish; fresh or chilled, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","16144.481","820","Weight in kilograms","820"
"Norway","2015","Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","1369856.317","160734","Weight in kilograms","160734"
"Norway","2015","Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","41501.878","2864","Weight in kilograms","2864"
"Norway","2015","Fish; fresh or chilled, flat fish, n.e.c. in item no. 0302.2, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","187296.334","49631","Weight in kilograms","49631"
"Norway","2015","Fish; fresh or chilled, flat fish, n.e.c. in item no. 0302.2, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","25246.302","2567","Weight in kilograms","2567"
"Norway","2015","Fish; fresh or chilled, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","198.807","40","Weight in kilograms","40"
"Norway","2015","Fish; fresh or chilled, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","1649.291","111","Weight in kilograms","111"
"Norway","2015","Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","334352.79","14766","Weight in kilograms","14766"
"Norway","2015","Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","212382.04","10249","Weight in kilograms","10249"
"Norway","2015","Fish; fresh or chilled, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","241235.135","7514","Weight in kilograms","7514"
"Norway","2015","Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","41400.166","2014","Weight in kilograms","2014"
"Norway","2015","Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","3704.233","180","Weight in kilograms","180"
"Norway","2015","Fish; fresh or chilled, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","16202900.63","22658589","Weight in kilograms","22658589"
"Norway","2015","Fish; fresh or chilled, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","12581005.561","19308807","Weight in kilograms","19308807"
"Norway","2015","Fish; fresh or chilled, anchovies (Engraulis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","10824.786","1205","Weight in kilograms","1205"
"Norway","2015","Fish; fresh or chilled, anchovies (Engraulis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","518.607","77","Weight in kilograms","77"
"Norway","2015","Fish; fresh or chilled, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","267962.474","580641","Weight in kilograms","580641"
"Norway","2015","Fish; fresh or chilled, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","2567.219","418","Weight in kilograms","418"
"Norway","2015","Fish; fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","2648935.672","1193398","Weight in kilograms","1193398"
"Norway","2015","Fish; fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","132734586.47","131060921","Weight in kilograms","131060921"
"Norway","2015","Fish; fresh or chilled, jack and horse mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","302420.677","904042","Weight in kilograms","904042"
"Norway","2015","Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","188914989.834","56788665","Weight in kilograms","56788665"
"Norway","2015","Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","1426357.68","1482460","Weight in kilograms","1482460"
"Norway","2015","Fish; fresh or chilled, haddock (Melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","41000484.984","19516959","Weight in kilograms","19516959"
"Norway","2015","Fish; fresh or chilled, haddock (Melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","104264.179","97300","Weight in kilograms","97300"
"Norway","2015","Fish; fresh or chilled, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","17673520.226","9936889","Weight in kilograms","9936889"
"Norway","2015","Fish; fresh or chilled, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","433709.997","256637","Weight in kilograms","256637"
"Norway","2015","Fish; fresh or chilled, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","4121429.768","1749715","Weight in kilograms","1749715"
"Norway","2015","Fish; fresh or chilled, blue whitings (Micromesistius poutassou, Micromesistius australis),excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","41201728.988","170190419","Weight in kilograms","170190419"
"Norway","2015","Fish; fresh or chilled, n.e.c. in item no. 0302.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","3515888.366","1388859","Weight in kilograms","1388859"
"Norway","2015","Fish; fresh or chilled, Carp (as specified by the WCO.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","3812.1","465","Weight in kilograms","465"
"Norway","2015","Fish; fresh or chilled, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","401.838","140","Weight in kilograms","140"
"Norway","2015","Fish; fresh or chilled, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","382069.547","188800","Weight in kilograms","188800"
"Norway","2015","Fish; fresh or chilled, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","35077.859","21079","Weight in kilograms","21079"
"Norway","2015","Fish; fresh or chilled, seabass (Dicentrarchus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","193.464","29","Weight in kilograms","29"
"Norway","2015","Fish; fresh or chilled, seabass (Dicentrarchus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","367436.483","26518","Weight in kilograms","26518"
"Norway","2015","Fish; fresh or chilled, seabream (Sparidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","162573.382","20091","Weight in kilograms","20091"
"Norway","2015","Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","31230894.598","74801144","Weight in kilograms","74801144"
"Norway","2015","Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","179658.01","27614","Weight in kilograms","27614"
"Norway","2015","Fish; fresh or chilled, livers and roes","Export","927361.779","600029","Weight in kilograms","600029"
"Norway","2015","Fish; fresh or chilled, livers and roes","Import","80023.439","10336","Weight in kilograms","10336"
"Norway","2015","Fish; frozen, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","143655773.459","34691040","Weight in kilograms","34691040"
"Norway","2015","Fish; frozen, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","37358.356","4685","Weight in kilograms","4685"
"Norway","2015","Fish; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, meat of 0304, and edible fish offal of 0303.91 to 0303.99","Export","77953787.487","15634891","Weight in kilograms","15634891"
"Norway","2015","Fish; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, meat of 0304, and edible fish offal of 0303.91 to 0303.99","Import","574216.992","127530","Weight in kilograms","127530"
"Norway","2015","Fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","8175.684","2297","Weight in kilograms","2297"
"Norway","2015","Fish; frozen, tilapias (Oreochromis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","6139.778","2550","Weight in kilograms","2550"
"Norway","2015","Fish; frozen, tilapias (Oreochromis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","188248.051","73791","Weight in kilograms","73791"
"Norway","2015","Fish; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","8511.592","3050","Weight in kilograms","3050"
"Norway","2015","Fish; frozen, carp (as specified by the WCO), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","26791.45","6369","Weight in kilograms","6369"
"Norway","2015","Fish; frozen, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","4663.743","455","Weight in kilograms","455"
"Norway","2015","Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","66322.969","23440","Weight in kilograms","23440"
"Norway","2015","Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","72310642.269","12915141","Weight in kilograms","12915141"
"Norway","2015","Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","807977.005","153740","Weight in kilograms","153740"
"Norway","2015","Fish; frozen, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","6873.748","7447","Weight in kilograms","7447"
"Norway","2015","Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","654.696","883","Weight in kilograms","883"
"Norway","2015","Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","11570.234","680","Weight in kilograms","680"
"Norway","2015","Fish; frozen, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","6077.563","544","Weight in kilograms","544"
"Norway","2015","Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","13441.209","175603","Weight in kilograms","175603"
"Norway","2015","Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","22135.154","2501","Weight in kilograms","2501"
"Norway","2015","Fish; frozen, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","677.186","50","Weight in kilograms","50"
"Norway","2015","Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","27425.869","1087","Weight in kilograms","1087"
"Norway","2015","Fish; frozen, skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","135.313","20","Weight in kilograms","20"
"Norway","2015","Fish; frozen, skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","3254.392","1010","Weight in kilograms","1010"
"Norway","2015","Fish; frozen, tuna, n.e.c. in item no. 0303.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","3395.153","880","Weight in kilograms","880"
"Norway","2015","Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","104763864.811","96969943","Weight in kilograms","96969943"
"Norway","2015","Fish; frozen, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","2034970.449","2162856","Weight in kilograms","2162856"
"Norway","2015","Fish; frozen, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","7975.731","2795","Weight in kilograms","2795"
"Norway","2015","Fish; frozen, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","453680033.879","344363334","Weight in kilograms","344363334"
"Norway","2015","Fish; frozen, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","2434.029","872","Weight in kilograms","872"
"Norway","2015","Fish; frozen, jack and horse mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","16810700.106","12907231","Weight in kilograms","12907231"
"Norway","2015","Fish; frozen, jack and horse mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","2829.998","851","Weight in kilograms","851"
"Norway","2015","Fish; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","193230025.694","60392159","Weight in kilograms","60392159"
"Norway","2015","Fish; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","37592270.107","13259973","Weight in kilograms","13259973"
"Norway","2015","Fish; frozen, haddock (Melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","83424604.291","31473500","Weight in kilograms","31473500"
"Norway","2015","Fish; frozen, haddock (Melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","133390.107","55017","Weight in kilograms","55017"
"Norway","2015","Fish; frozen, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","43015591.395","20676941","Weight in kilograms","20676941"
"Norway","2015","Fish; frozen, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","2677283.293","1674183","Weight in kilograms","1674183"
"Norway","2015","Fish; frozen, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","2297286.187","1267031","Weight in kilograms","1267031"
"Norway","2015","Fish; frozen, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","5285.625","2260","Weight in kilograms","2260"
"Norway","2015","Fish; frozen, Alaska pollock (Theragra chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","165556.802","14115","Weight in kilograms","14115"
"Norway","2015","Fish; frozen, Alaska pollock (Theragra chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","180141.613","86326","Weight in kilograms","86326"
"Norway","2015","Fish; frozen, of Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, Muraenolepididae, other than cod, haddock, coalfish, hake, Alaska pollack, blue whitings, not fillets, meat of 0304, and edible offal of 0303.9","Export","2482868.434","1101527","Weight in kilograms","1101527"
"Norway","2015","Fish; frozen, of Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, Muraenolepididae, other than cod, haddock, coalfish, hake, Alaska pollack, blue whitings, not fillets, meat of 0304, and edible offal of 0303.9","Import","3434.874","4612","Weight in kilograms","4612"
"Norway","2015","Fish; frozen, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","22663.612","2984","Weight in kilograms","2984"
"Norway","2015","Fish; frozen, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","4788.864","950","Weight in kilograms","950"
"Norway","2015","Fish; frozen, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","611468.084","112676","Weight in kilograms","112676"
"Norway","2015","Fish; frozen, seabass (Dicentrarchus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","127.604","20","Weight in kilograms","20"
"Norway","2015","Fish; frozen, n.e.c. in heading 0303, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","59399994.258","52538717","Weight in kilograms","52538717"
"Norway","2015","Fish; frozen, n.e.c. in heading 0303, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","763887.303","241542","Weight in kilograms","241542"
"Norway","2015","Fish; frozen, livers and roes","Export","16221849.163","5407429","Weight in kilograms","5407429"
"Norway","2015","Fish; frozen, livers and roes","Import","22216.706","13522","Weight in kilograms","13522"
"Norway","2015","Fish fillets; fresh or chilled, tilapias (Oreochromis spp.)","Import","4195.78","900","Weight in kilograms","900"
"Norway","2015","Fish fillets; fresh or chilled, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","Export","15228.607","1232","Weight in kilograms","1232"
"Norway","2015","Fish fillets; fresh or chilled, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","Import","91883.884","29480","Weight in kilograms","29480"
"Norway","2015","Fish fillets; fresh or chilled, Nile perch (Lates niloticus)","Export","2122.139","445","Weight in kilograms","445"
"Norway","2015","Fish fillets; fresh or chilled, carp (as specified by the WCO), eels (Anguilla spp.), and snakeheads (Channa spp.)","Export","168.986","27","Weight in kilograms","27"
"Norway","2015","Fish fillets; fresh or chilled, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic (Salmo salar), Danube (Hucho hucho)","Export","688325085.48","81018192","Weight in kilograms","81018192"
"Norway","2015","Fish fillets; fresh or chilled, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic (Salmo salar), Danube (Hucho hucho)","Import","140894.895","13909","Weight in kilograms","13909"
"Norway","2015","Fish fillets; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","Export","9111971.397","1077774","Weight in kilograms","1077774"
"Norway","2015","Fish fillets; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","Import","64783.231","6408","Weight in kilograms","6408"
"Norway","2015","Fish fillets; fresh or chilled, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)","Export","102268.868","7792","Weight in kilograms","7792"
"Norway","2015","Fish fillets; fresh or chilled, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)","Import","240679.537","20440","Weight in kilograms","20440"
"Norway","2015","Fish fillets; fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae","Export","61081977.625","7114629","Weight in kilograms","7114629"
"Norway","2015","Fish fillets; fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae","Import","986113.079","121245","Weight in kilograms","121245"
"Norway","2015","Fish fillets; fresh or chilled, swordfish (Xiphias gladius)","Import","39078.4","2651","Weight in kilograms","2651"
"Norway","2015","Fish fillets; fresh or chilled, other than fish of heading 0304.4","Export","2222623.518","1036554","Weight in kilograms","1036554"
"Norway","2015","Fish fillets; fresh or chilled, other than fish of heading 0304.4","Import","1952101.136","109173","Weight in kilograms","109173"
"Norway","2015","Fish meat, excluding fillets, whether or not minced; fresh or chilled, salmonidae","Export","2159.664","545","Weight in kilograms","545"
"Norway","2015","Fish meat; excluding fillets, whether or not minced; fresh or chilled, of fish n.e.c. in item no. 0304.5","Export","2336043.837","1465790","Weight in kilograms","1465790"
"Norway","2015","Fish meat; excluding fillets, whether or not minced; fresh or chilled, of fish n.e.c. in item no. 0304.5","Import","10939.539","885","Weight in kilograms","885"
"Norway","2015","Fish fillets; frozen, tilapias (Oreochromis spp.)","Export","1283.92","300","Weight in kilograms","300"
"Norway","2015","Fish fillets; frozen, tilapias (Oreochromis spp.)","Import","148424.882","13237","Weight in kilograms","13237"
"Norway","2015","Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","Export","5572.308","1900","Weight in kilograms","1900"
"Norway","2015","Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","Import","411255.089","121571","Weight in kilograms","121571"
"Norway","2015","Fish fillets; frozen, carp (Cyprinus/Carassius/Ctenopharyngodon idellus/Hypophthalmichthys/Cirrhinus/Mylopharyngodon piceus/Catla catla/Labeo/Osteochilus hasselti/Leptobarbus hoeveni/Megalobrama), eels (Anguilla) and snakeheads (Channa)","Export","3175.94","100","Weight in kilograms","100"
