"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Norway","2018","Fish; frozen, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","6086.585","2156","Weight in kilograms","2156"
"Norway","2018","Fish; frozen, jack and horse mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","9576051.451","5725640","Weight in kilograms","5725640"
"Norway","2018","Fish; frozen, jack and horse mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","9916.55","3450","Weight in kilograms","3450"
"Norway","2018","Fish; frozen, cobia (Rachycentron canadum), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","1835.897","86","Weight in kilograms","86"
"Norway","2018","Fish; frozen, n.e.c. in item no. 0303.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","31706743.18","38352830","Weight in kilograms","38352830"
"Norway","2018","Fish; frozen, n.e.c. in item no. 0303.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","61030.668","17718","Weight in kilograms","17718"
"Norway","2018","Fish; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","222430415.88","52928219","Weight in kilograms","52928219"
"Norway","2018","Fish; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","65304518.214","16133720","Weight in kilograms","16133720"
"Norway","2018","Fish; frozen, haddock (Melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","144189851.775","43066846","Weight in kilograms","43066846"
"Norway","2018","Fish; frozen, haddock (Melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","6914.616","3039","Weight in kilograms","3039"
"Norway","2018","Fish; frozen, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","46385418.611","35252473","Weight in kilograms","35252473"
"Norway","2018","Fish; frozen, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","175727","124297","Weight in kilograms","124297"
"Norway","2018","Fish; frozen, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","1562023.916","699160","Weight in kilograms","699160"
"Norway","2018","Fish; frozen, Alaska pollock (Theragra chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","73175.464","26374","Weight in kilograms","26374"
"Norway","2018","Fish; frozen, blue whitings (Micromesistius poutassou, Micromesistius australis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","245074.19","431960","Weight in kilograms","431960"
"Norway","2018","Fish; frozen, blue whitings (Micromesistius poutassou, Micromesistius australis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","6722.348","3105","Weight in kilograms","3105"
"Norway","2018","Fish; frozen, of Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, Muraenolepididae, other than cod, haddock, coalfish, hake, Alaska pollack, blue whitings, not fillets, meat of 0304, and edible offal of 0303.9","Export","5888581.001","2139145","Weight in kilograms","2139145"
"Norway","2018","Fish; frozen, of Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, Muraenolepididae, other than cod, haddock, coalfish, hake, Alaska pollack, blue whitings, not fillets, meat of 0304, and edible offal of 0303.9","Import","27276.635","12508","Weight in kilograms","12508"
"Norway","2018","Fish; frozen, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","468.287","80","Weight in kilograms","80"
"Norway","2018","Fish; frozen, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","8794.702","2120","Weight in kilograms","2120"
"Norway","2018","Fish; frozen, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","149914.684","50702","Weight in kilograms","50702"
"Norway","2018","Fish; frozen, toothfish (Dissostichus spp.), excluding fillets, livers, roes, and edible fish offal of subheadings 0303.91 to 0303.99","Export","2753645.212","113422","Weight in kilograms","113422"
"Norway","2018","Fish; frozen, toothfish (Dissostichus spp.), excluding fillets, livers, roes, and edible fish offal of subheadings 0303.91 to 0303.99","Import","38268.504","1436","Weight in kilograms","1436"
"Norway","2018","Fish; frozen, seabass (Dicentrarchus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","34180.296","2306","Weight in kilograms","2306"
"Norway","2018","Fish; frozen, n.e.c. in heading 0303, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","42193452.254","30603782","Weight in kilograms","30603782"
"Norway","2018","Fish; frozen, n.e.c. in heading 0303, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","763677.348","194330","Weight in kilograms","194330"
"Norway","2018","Fish; frozen, livers, roes and milt","Export","23692945.791","7450973","Weight in kilograms","7450973"
"Norway","2018","Fish; frozen, livers, roes and milt","Import","22793.798","918","Weight in kilograms","918"
"Norway","2018","Fish; frozen, fish fins (other than shark fins), heads, tails, maws and other edible fish offal","Export","25038607.792","20424342","Weight in kilograms","20424342"
"Norway","2018","Fish; frozen, fish fins (other than shark fins), heads, tails, maws and other edible fish offal","Import","573115.712","799933","Weight in kilograms","799933"
"Norway","2018","Fish fillets; fresh or chilled, tilapias (Oreochromis spp.)","Import","25611.588","1590","Weight in kilograms","1590"
"Norway","2018","Fish fillets; fresh or chilled, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic (Salmo salar), Danube (Hucho hucho)","Export","917529714.55","77735658","Weight in kilograms","77735658"
"Norway","2018","Fish fillets; fresh or chilled, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic (Salmo salar), Danube (Hucho hucho)","Import","16309.261","867","Weight in kilograms","867"
"Norway","2018","Fish fillets; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","Export","38996308.667","3071704","Weight in kilograms","3071704"
"Norway","2018","Fish fillets; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","Import","50177.153","3000","Weight in kilograms","3000"
"Norway","2018","Fish fillets; fresh or chilled, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)","Export","39320.638","1668","Weight in kilograms","1668"
"Norway","2018","Fish fillets; fresh or chilled, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)","Import","304209.974","18491","Weight in kilograms","18491"
"Norway","2018","Fish fillets; fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae","Export","63083662.493","6806359","Weight in kilograms","6806359"
"Norway","2018","Fish fillets; fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae","Import","164134.449","21038","Weight in kilograms","21038"
"Norway","2018","Fish fillets; fresh or chilled, swordfish (Xiphias gladius)","Export","344.911","21","Weight in kilograms","21"
"Norway","2018","Fish fillets; fresh or chilled, swordfish (Xiphias gladius)","Import","4493.3","314","Weight in kilograms","314"
"Norway","2018","Fish fillets; fresh or chilled, other than fish of heading 0304.4","Export","1531137.739","373037","Weight in kilograms","373037"
"Norway","2018","Fish fillets; fresh or chilled, other than fish of heading 0304.4","Import","1980631.841","93027","Weight in kilograms","93027"
"Norway","2018","Fish meat, excluding fillets, whether or not minced; fresh or chilled, tilapias, catfish, carp, eels, Nile perch, and snakeheads","Import","3082.435","1280","Weight in kilograms","1280"
"Norway","2018","Fish meat, excluding fillets, whether or not minced; fresh or chilled, salmonidae","Export","209604.899","9210","Weight in kilograms","9210"
"Norway","2018","Fish meat, excluding fillets, whether or not minced; fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae","Export","32904.474","9623","Weight in kilograms","9623"
"Norway","2018","Fish meat; excluding fillets, whether or not minced; fresh or chilled, of fish n.e.c. in item no. 0304.5","Import","5342.625","1000","Weight in kilograms","1000"
"Norway","2018","Fish fillets; frozen, tilapias (Oreochromis spp.)","Import","155325.345","13340","Weight in kilograms","13340"
"Norway","2018","Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","Import","416541.612","111479","Weight in kilograms","111479"
"Norway","2018","Fish fillets; frozen, carp (Cyprinus/Carassius/Ctenopharyngodon idellus/Hypophthalmichthys/Cirrhinus/Mylopharyngodon piceus/Catla catla/Labeo/Osteochilus hasselti/Leptobarbus hoeveni/Megalobrama), eels (Anguilla) and snakeheads (Channa)","Import","1831.712","324","Weight in kilograms","324"
"Norway","2018","Fish fillets; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Export","92710210.433","11965198","Weight in kilograms","11965198"
"Norway","2018","Fish fillets; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Import","41644993.436","4947061","Weight in kilograms","4947061"
"Norway","2018","Fish fillets; frozen, haddock (Melanogrammus aeglefinus)","Export","16608745.154","2463496","Weight in kilograms","2463496"
"Norway","2018","Fish fillets; frozen, haddock (Melanogrammus aeglefinus)","Import","1646769.829","338793","Weight in kilograms","338793"
"Norway","2018","Fish fillets; frozen, coalfish (Pollachius virens)","Export","10305722.965","2983354","Weight in kilograms","2983354"
"Norway","2018","Fish fillets; frozen, coalfish (Pollachius virens)","Import","2643605.921","662340","Weight in kilograms","662340"
"Norway","2018","Fish fillets; frozen, hake (Merluccius spp., Urophycis spp.)","Export","12903.303","2286","Weight in kilograms","2286"
"Norway","2018","Fish fillets; frozen, hake (Merluccius spp., Urophycis spp.)","Import","86426.356","13764","Weight in kilograms","13764"
"Norway","2018","Fish fillets; frozen, Alaska pollock (Theragra chalcogramma)","Export","3066.932","576","Weight in kilograms","576"
"Norway","2018","Fish fillets; frozen, Alaska pollock (Theragra chalcogramma)","Import","2575078.419","882644","Weight in kilograms","882644"
"Norway","2018","Fish fillets; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae other than cod, haddock, coalfish, hake, and Alaska pollock","Export","392271.897","49178","Weight in kilograms","49178"
"Norway","2018","Fish fillets; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae other than cod, haddock, coalfish, hake, and Alaska pollock","Import","22944.461","1543","Weight in kilograms","1543"
"Norway","2018","Fish fillets; frozen, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantic (Salmo salar), and Danube (Hucho hucho)","Export","522817341.521","40630921","Weight in kilograms","40630921"
"Norway","2018","Fish fillets; frozen, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantic (Salmo salar), and Danube (Hucho hucho)","Import","4101587.235","309015","Weight in kilograms","309015"
"Norway","2018","Fish fillets; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","Export","13771876.781","1450729","Weight in kilograms","1450729"
"Norway","2018","Fish fillets; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","Import","268572.162","28743","Weight in kilograms","28743"
"Norway","2018","Fish fillets; frozen, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)","Export","2528283.127","418115","Weight in kilograms","418115"
"Norway","2018","Fish fillets; frozen, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)","Import","952222.02","64762","Weight in kilograms","64762"
"Norway","2018","Fish fillets; frozen, swordfish (Xiphias gladius)","Export","1498.839","75","Weight in kilograms","75"
"Norway","2018","Fish fillets; frozen, swordfish (Xiphias gladius)","Import","7689.717","669","Weight in kilograms","669"
"Norway","2018","Fish fillets; frozen, herrings (Clupea harengus, Clupea pallasii)","Export","78727930.684","47879888","Weight in kilograms","47879888"
"Norway","2018","Fish fillets; frozen, herrings (Clupea harengus, Clupea pallasii)","Import","9424.433","2900","Weight in kilograms","2900"
"Norway","2018","Fish fillets; frozen, tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)","Export","13958.579","479","Weight in kilograms","479"
"Norway","2018","Fish fillets; frozen, tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)","Import","2568313.359","117872","Weight in kilograms","117872"
"Norway","2018","Fish fillets; frozen, of fish n.e.c. in heading 0304.8","Export","21718751.887","6178435","Weight in kilograms","6178435"
"Norway","2018","Fish fillets; frozen, of fish n.e.c. in heading 0304.8","Import","2275634.391","473131","Weight in kilograms","473131"
"Norway","2018","Fish meat, excluding fillets, whether or not minced; frozen, swordfish (Xiphias gladius)","Import","968.723","100","Weight in kilograms","100"
"Norway","2018","Fish meat, excluding fillets, whether or not minced; frozen, tilapias, catfish, carp, eels, Nile perch, and snakeheads","Import","3901.726","684","Weight in kilograms","684"
"Norway","2018","Fish meat, excluding fillets, whether or not minced; frozen, Alaska Pollock (Theragra chalcogramma)","Import","2502465.785","910622","Weight in kilograms","910622"
"Norway","2018","Fish meat, excluding fillets, whether or not minced; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollock (Theragra chalcogramma)","Export","1913253.939","987413","Weight in kilograms","987413"
"Norway","2018","Fish meat, excluding fillets, whether or not minced; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollock (Theragra chalcogramma)","Import","1286778.633","625596","Weight in kilograms","625596"
"Norway","2018","Fish meat, excluding fillets, whether or not minced; frozen, dogfish and other sharks","Import","1894.488","200","Weight in kilograms","200"
"Norway","2018","Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9","Export","119088019.902","72328415","Weight in kilograms","72328415"
"Norway","2018","Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9","Import","11365899.696","3531847","Weight in kilograms","3531847"
"Norway","2018","Fish; flours, meals and pellets, fit for human consumption","Import","477327.453","21085","Weight in kilograms","21085"
"Norway","2018","Fish; livers, roes and milt of fish, dried, smoked, salted or in brine","Export","5363222.136","855832","Weight in kilograms","855832"
"Norway","2018","Fish; livers, roes and milt of fish, dried, smoked, salted or in brine","Import","79023.932","9802","Weight in kilograms","9802"
"Norway","2018","Fish fillets; dried, salted or in brine, but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads","Export","14444.088","711","Weight in kilograms","711"
"Norway","2018","Fish fillets; dried, salted or in brine, but not smoked, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae","Export","27392453.329","4058409","Weight in kilograms","4058409"
"Norway","2018","Fish fillets; dried, salted or in brine, but not smoked, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae","Import","640161.573","64829","Weight in kilograms","64829"
"Norway","2018","Fish fillets; dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3","Export","10181105.146","6734605","Weight in kilograms","6734605"
"Norway","2018","Fish fillets; dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3","Import","3565318.947","139052","Weight in kilograms","139052"
"Norway","2018","Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal","Export","43401934.355","2478035","Weight in kilograms","2478035"
"Norway","2018","Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal","Import","2692929.933","150792","Weight in kilograms","150792"
"Norway","2018","Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal","Export","12093.548","2006","Weight in kilograms","2006"
"Norway","2018","Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal","Import","50339.263","8108","Weight in kilograms","8108"
"Norway","2018","Fish; smoked, whether or not cooked before or during smoking, trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), includes fillets, but excludes edible fish offal","Export","24712592.096","1363834","Weight in kilograms","1363834"
"Norway","2018","Fish; smoked, whether or not cooked before or during smoking, trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), includes fillets, but excludes edible fish offal","Import","81982.046","4530","Weight in kilograms","4530"
"Norway","2018","Fish; smoked, whether or not cooked before or during smoking, tilapias, catfish, carp, eels, Nile perch, and snakeheads, includes fillets, but excludes edible fish offal","Import","25669.687","1353","Weight in kilograms","1353"
"Norway","2018","Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal","Import","754657.144","67171","Weight in kilograms","67171"
"Norway","2018","Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Export","393767925.897","39478360","Weight in kilograms","39478360"
"Norway","2018","Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Import","3432160.868","240482","Weight in kilograms","240482"
"Norway","2018","Fish; dried, whether or not salted but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads","Import","5598.284","315","Weight in kilograms","315"
"Norway","2018","Fish; dried, whether or not salted but not smoked, fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod","Export","217350480.034","57161618","Weight in kilograms","57161618"
"Norway","2018","Fish; dried, whether or not salted but not smoked, fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod","Import","500503.201","141299","Weight in kilograms","141299"
"Norway","2018","Dried herrings, anchovies, sardines, sardinella, brisling or sprats, mackerel (incl Indian, jack, or horse), seerfishes, jacks, crevalles, cobia, silver pomfrets, Pacific saury, scads, capelin, swordfish, Kawakawa, bonitos, marlins, sailfishes, spearfish","Import","52733.376","16784","Weight in kilograms","16784"
"Norway","2018","Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5","Export","92104.384","18920","Weight in kilograms","18920"
"Norway","2018","Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5","Import","39140.725","2502","Weight in kilograms","2502"
"Norway","2018","Fish; salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)","Export","446098.372","331511","Weight in kilograms","331511"
"Norway","2018","Fish; salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Export","143109224.174","22625485","Weight in kilograms","22625485"
"Norway","2018","Fish; salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Import","239245.33","28365","Weight in kilograms","28365"
"Norway","2018","Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)","Export","393.622","32","Weight in kilograms","32"
"Norway","2018","Fish; salted or in brine, not dried or smoked, other than edible fish offal, tilapias, catfish, carp, eels, Nile perch, and snakeheads","Export","8275.783","2215","Weight in kilograms","2215"
"Norway","2018","Fish; salted or in brine, not dried or smoked, other than edible fish offal, tilapias, catfish, carp, eels, Nile perch, and snakeheads","Import","1394.74","116","Weight in kilograms","116"
"Norway","2018","Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6","Export","7277205.26","2363146","Weight in kilograms","2363146"
"Norway","2018","Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6","Import","1021249.517","327035","Weight in kilograms","327035"
"Norway","2018","Fish; edible offal, fish heads, tails and maws","Export","25771405.527","11489062","Weight in kilograms","11489062"
"Norway","2018","Fish; edible offal, fish heads, tails and maws","Import","9117.815","2514","Weight in kilograms","2514"
"Norway","2018","Fish; edible offal, other than shark fins, fish heads, tails and maws","Export","5959022.021","2049305","Weight in kilograms","2049305"
"Norway","2018","Fish; edible offal, other than shark fins, fish heads, tails and maws","Import","133694.385","28785","Weight in kilograms","28785"
"Norway","2018","Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Export","326487.55","6320","Weight in kilograms","6320"
"Norway","2018","Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Import","2160828.016","192085","Weight in kilograms","192085"
"Norway","2018","Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Export","51388777.36","2820451","Weight in kilograms","2820451"
"Norway","2018","Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Import","20114695.127","606576","Weight in kilograms","606576"
"Norway","2018","Crustaceans; frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Export","308241.934","11547","Weight in kilograms","11547"
"Norway","2018","Crustaceans; frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Import","521250.741","78040","Weight in kilograms","78040"
"Norway","2018","Crustaceans; frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Export","7300768.096","1817162","Weight in kilograms","1817162"
"Norway","2018","Crustaceans; frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Import","51022532.061","8626589","Weight in kilograms","8626589"
"Norway","2018","Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Export","331535.508","32910","Weight in kilograms","32910"
"Norway","2018","Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Import","20841098.911","1777104","Weight in kilograms","1777104"
"Norway","2018","Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Export","4122750.61","1020341","Weight in kilograms","1020341"
"Norway","2018","Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Import","9835.802","1953","Weight in kilograms","1953"
"Norway","2018","Crustaceans; live, fresh or chilled, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not","Export","158454.316","5338","Weight in kilograms","5338"
"Norway","2018","Crustaceans; live, fresh or chilled, lobsters (Homarus spp.), whether in shell or not","Export","112523.655","2308","Weight in kilograms","2308"
"Norway","2018","Crustaceans; live, fresh or chilled, lobsters (Homarus spp.), whether in shell or not","Import","2560380.537","118303","Weight in kilograms","118303"
"Norway","2018","Crustaceans; live, fresh or chilled, crabs, whether in shell or not","Export","48173678.7","1459606","Weight in kilograms","1459606"
"Norway","2018","Crustaceans; live, fresh or chilled, crabs, whether in shell or not","Import","199085.292","28866","Weight in kilograms","28866"
"Norway","2018","Crustaceans; live, fresh or chilled, Norway lobsters (Nephrops norvegicus), in shell or not","Export","2070873.653","90597","Weight in kilograms","90597"
"Norway","2018","Crustaceans; live, fresh or chilled, Norway lobsters (Nephrops norvegicus), in shell or not","Import","9924.92","507","Weight in kilograms","507"
"Norway","2018","Crustaceans; live, fresh or chilled, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not","Export","2064815.931","481482","Weight in kilograms","481482"
"Norway","2018","Crustaceans; live, fresh or chilled, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not","Import","866899.664","294107","Weight in kilograms","294107"
"Norway","2018","Crustaceans; live, fresh or chilled, shrimps and prawns excluding cold-water varieties, in shell or not","Export","147.608","16","Weight in kilograms","16"
"Norway","2018","Crustaceans; live, fresh or chilled, shrimps and prawns excluding cold-water varieties, in shell or not","Import","553078.775","27825","Weight in kilograms","27825"
"Norway","2018","Crustaceans; live, fresh or chilled, n.e.c. in item no. 0306.3, in shell or not","Export","10653879.783","34679520","Weight in kilograms","34679520"
"Norway","2018","Crustaceans; live, fresh or chilled, n.e.c. in item no. 0306.3, in shell or not","Import","992.972","277","Weight in kilograms","277"
"Norway","2018","Crustaceans; lobsters (Homarus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","Export","5129.881","93","Weight in kilograms","93"
"Norway","2018","Crustaceans; crabs, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","Export","589626.906","75464","Weight in kilograms","75464"
"Norway","2018","Crustaceans; shrimps and prawns, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","Export","7390462.405","545163","Weight in kilograms","545163"
"Norway","2018","Crustaceans; shrimps and prawns, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","Import","563261.077","45807","Weight in kilograms","45807"
"Norway","2018","Crustaceans; smoked, whole, cooked or not, n.e.c. in item no. 0306.9, in shell or not","Export","8231460.84","1068701","Weight in kilograms","1068701"
"Norway","2018","Crustaceans; smoked, whole, cooked or not, n.e.c. in item no. 0306.9, in shell or not","Import","1845065.002","911934","Weight in kilograms","911934"
"Norway","2018","Molluscs; oysters, whether in shell or not, live, fresh or chilled","Export","129350.264","9612","Weight in kilograms","9612"
